report_date,value,location,location_type,data_field_code
2016-06-18,0.0,Colombia-Valle_Del_Cauca-El_Aguila,municipality,CO0001
2016-06-18,1.0,Colombia-Valle_Del_Cauca-Dagua,municipality,CO0001
2016-06-18,5.0,Colombia-Valle_Del_Cauca-Cartago,municipality,CO0001
2016-06-18,4.0,Colombia-Valle_Del_Cauca-Alcala,municipality,CO0001
2016-06-18,23.0,Colombia-Valle_Del_Cauca-Candelaria,municipality,CO0001
2016-06-18,0.0,Colombia-Valle_Del_Cauca-Caicedonia,municipality,CO0001
2016-06-18,2.0,Colombia-Valle_Del_Cauca-Bugalagrande,municipality,CO0001
2016-06-18,8.0,Colombia-Valle_Del_Cauca-Guadalajara_De_Buga,municipality,CO0001
2016-06-18,42.0,Colombia-Valle_Del_Cauca-Bolivar,municipality,CO0001
2016-06-18,1.0,Colombia-Valle_Del_Cauca-Argelia,municipality,CO0001
2016-06-18,0.0,Colombia-Valle_Del_Cauca-Ansermanuevo,municipality,CO0001
2016-06-18,11.0,Colombia-Valle_Del_Cauca-Calima,municipality,CO0001
2016-06-18,0.0,Colombia-Casanare-Hato_Corozal,municipality,CO0001
2016-06-18,1.0,Colombia-Casanare-La_Salina,municipality,CO0001
2016-06-18,10.0,Colombia-Casanare-Mani,municipality,CO0001
2016-06-18,0.0,Colombia-Guainia-Pana_Pana,municipality,CO0001
2016-06-18,0.0,Colombia-Guainia-Cacahual,municipality,CO0001
2016-06-18,0.0,Colombia-Guainia-La_Guadalupe,municipality,CO0001
2016-06-18,0.0,Colombia-Guainia-Puerto_Colombia,municipality,CO0001
2016-06-18,0.0,Colombia-Guainia-San_Felipe,municipality,CO0001
2016-06-18,0.0,Colombia-Guainia-Mapiripana,municipality,CO0001
2016-06-18,0.0,Colombia-Guainia-Morichal,municipality,CO0001
2016-06-18,0.0,Colombia-Guainia-Barranco_Minas,municipality,CO0001
2016-06-18,2.0,Colombia-Guainia-Unknown,municipality,CO0001
2016-06-18,0.0,Colombia-Amazonas-Tarapaca,municipality,CO0001
2016-06-18,0.0,Colombia-Amazonas-Puerto_Santander,municipality,CO0001
2016-06-18,0.0,Colombia-Amazonas-Puerto_Narino,municipality,CO0001
2016-06-18,18.0,Colombia-Amazonas-Puerto_Arica,municipality,CO0001
2016-06-18,0.0,Colombia-Amazonas-Puerto_Alegria,municipality,CO0001
2016-06-18,0.0,Colombia-Guainia-Inirida,municipality,CO0001
2016-06-18,0.0,Colombia-Amazonas-Miriti_Parana,municipality,CO0001
2016-06-18,12.0,Colombia-Guaviare-Unknown,municipality,CO0001
2016-06-18,1.0,Colombia-Guaviare-Calamar,municipality,CO0001
2016-06-18,0.0,Colombia-Cundinamarca-Villapinzon,municipality,CO0001
2016-06-18,0.0,Colombia-Vichada-Santa_Rosalia,municipality,CO0001
2016-06-18,0.0,Colombia-Vichada-La_Primavera,municipality,CO0001
2016-06-18,2.0,Colombia-Vichada-Puerto_Carreno,municipality,CO0001
2016-06-18,3.0,Colombia-Vichada-Unknown,municipality,CO0001
2016-06-18,0.0,Colombia-Vaupes-Yavarate,municipality,CO0001
2016-06-18,0.0,Colombia-Guaviare-San_Jose_Del_Guaviare,municipality,CO0001
2016-06-18,0.0,Colombia-Vaupes-Papunaua,municipality,CO0001
2016-06-18,0.0,Colombia-Vaupes-Pacoa,municipality,CO0001
2016-06-18,0.0,Colombia-Vaupes-Caruru,municipality,CO0001
2016-06-18,0.0,Colombia-Vaupes-Mitu,municipality,CO0001
2016-06-18,0.0,Colombia-Vaupes-Unknown,municipality,CO0001
2016-06-18,0.0,Colombia-Guaviare-Miraflores,municipality,CO0001
2016-06-18,0.0,Colombia-Guaviare-El_Retorno,municipality,CO0001
2016-06-18,0.0,Colombia-Vaupes-Taraira,municipality,CO0001
2016-06-18,0.0,Colombia-Amazonas-La_Victoria,municipality,CO0001
2016-06-18,0.0,Colombia-Amazonas-La_Pedrera,municipality,CO0001
2016-06-18,0.0,Colombia-Amazonas-La_Chorrera,municipality,CO0001
2016-06-18,24.0,Colombia-Putumayo-Unknown,municipality,CO0001
2016-06-18,1.0,Colombia-Casanare-Villanueva,municipality,CO0001
2016-06-18,37.0,Colombia-Casanare-Trinidad,municipality,CO0001
2016-06-18,4.0,Colombia-Casanare-Tauramena,municipality,CO0001
2016-06-18,26.0,Colombia-Casanare-Tamara,municipality,CO0001
2016-06-18,0.0,Colombia-Casanare-San_Luis_De_Palenque,municipality,CO0001
2016-06-18,0.0,Colombia-Putumayo-Mocoa,municipality,CO0001
2016-06-18,4.0,Colombia-Casanare-Sacama,municipality,CO0001
2016-06-18,2.0,Colombia-Casanare-Recetor,municipality,CO0001
2016-06-18,0.0,Colombia-Casanare-Pore,municipality,CO0001
2016-06-18,2.0,Colombia-Casanare-Paz_De_Ariporo,municipality,CO0001
2016-06-18,8.0,Colombia-Casanare-Orocue,municipality,CO0001
2016-06-18,4.0,Colombia-Casanare-Nunchia,municipality,CO0001
2016-06-18,2.0,Colombia-Casanare-Monterrey,municipality,CO0001
2016-06-18,0.0,Colombia-Casanare-Sabanalarga,municipality,CO0001
2016-06-18,7.0,Colombia-Putumayo-Colon,municipality,CO0001
2016-06-18,34.0,Colombia-Putumayo-Orito,municipality,CO0001
2016-06-18,2.0,Colombia-Putumayo-Puerto_Asis,municipality,CO0001
2016-06-18,0.0,Colombia-Amazonas-El_Encanto,municipality,CO0001
2016-06-18,0.0,Colombia-Amazonas-Leticia,municipality,CO0001
2016-06-18,10.0,Colombia-Amazonas-Unknown,municipality,CO0001
2016-06-18,0.0,Colombia-San_Andres-Providencia,municipality,CO0001
2016-06-18,2.0,Colombia-San_Andres-San_Andres,municipality,CO0001
2016-06-18,63.0,Colombia-San_Andres-Unknown,municipality,CO0001
2016-06-18,0.0,Colombia-Putumayo-Villagarzon,municipality,CO0001
2016-06-18,6.0,Colombia-Putumayo-Valle_Del_Guamuez,municipality,CO0001
2016-06-18,7.0,Colombia-Putumayo-Santiago,municipality,CO0001
2016-06-18,0.0,Colombia-Putumayo-San_Miguel,municipality,CO0001
2016-06-18,5.0,Colombia-Putumayo-San_Francisco,municipality,CO0001
2016-06-18,0.0,Colombia-Putumayo-Sibundoy,municipality,CO0001
2016-06-18,0.0,Colombia-Putumayo-Leguizamo,municipality,CO0001
2016-06-18,10.0,Colombia-Putumayo-Puerto_Guzman,municipality,CO0001
2016-06-18,6.0,Colombia-Putumayo-Puerto_Caicedo,municipality,CO0001
2016-06-18,4.0,Colombia-Tolima-Planadas,municipality,CO0001
2016-06-18,192.0,Colombia-Santander-Bucaramanga,municipality,CO0001
2016-06-18,3.0,Colombia-Tolima-Piedras,municipality,CO0001
2016-06-18,1.0,Colombia-Tolima-Ortega,municipality,CO0001
2016-06-18,1.0,Colombia-Santander-Matanza,municipality,CO0001
2016-06-18,0.0,Colombia-Santander-Malaga,municipality,CO0001
2016-06-18,0.0,Colombia-Santander-Macaravita,municipality,CO0001
2016-06-18,0.0,Colombia-Santander-Los_Santos,municipality,CO0001
2016-06-18,14.0,Colombia-Santander-Lebrija,municipality,CO0001
2016-06-18,1.0,Colombia-Santander-La_Paz,municipality,CO0001
2016-06-18,0.0,Colombia-Santander-Mogotes,municipality,CO0001
2016-06-18,0.0,Colombia-Santander-Landazuri,municipality,CO0001
2016-06-18,0.0,Colombia-Santander-Jordan,municipality,CO0001
2016-06-18,0.0,Colombia-Santander-Jesus_Maria,municipality,CO0001
2016-06-18,0.0,Colombia-Santander-Hato,municipality,CO0001
2016-06-18,0.0,Colombia-Santander-Gsepsa,municipality,CO0001
2016-06-18,0.0,Colombia-Santander-Guavata,municipality,CO0001
2016-06-18,0.0,Colombia-Santander-Guapota,municipality,CO0001
2016-06-18,0.0,Colombia-Santander-La_Belleza,municipality,CO0001
2016-06-18,0.0,Colombia-Santander-Guadalupe,municipality,CO0001
2016-06-18,0.0,Colombia-Santander-Molagavita,municipality,CO0001
2016-06-18,0.0,Colombia-Santander-Oiba,municipality,CO0001
2016-06-18,0.0,Colombia-Santander-San_Gil,municipality,CO0001
2016-06-18,0.0,Colombia-Santander-San_Benito,municipality,CO0001
2016-06-18,3.0,Colombia-Santander-San_Andres,municipality,CO0001
2016-06-18,2.0,Colombia-Santander-Sabana_De_Torres,municipality,CO0001
2016-06-18,8.0,Colombia-Santander-Rionegro,municipality,CO0001
2016-06-18,1.0,Colombia-Santander-Puerto_Wilches,municipality,CO0001
2016-06-18,0.0,Colombia-Santander-Ocamonte,municipality,CO0001
2016-06-18,1.0,Colombia-Santander-Puerto_Parra,municipality,CO0001
2016-06-18,0.0,Colombia-Santander-Pinchote,municipality,CO0001
2016-06-18,27.0,Colombia-Santander-Piedecuesta,municipality,CO0001
2016-06-18,0.0,Colombia-Santander-Paramo,municipality,CO0001
2016-06-18,0.0,Colombia-Santander-Palmas_Del_Socorro,municipality,CO0001
2016-06-18,0.0,Colombia-Santander-Palmar,municipality,CO0001
2016-06-18,0.0,Colombia-Santander-Onzaga,municipality,CO0001
2016-06-18,0.0,Colombia-Santander-Puente_Nacional,municipality,CO0001
2016-06-18,0.0,Colombia-Santander-San_Joaquin,municipality,CO0001
2016-06-18,0.0,Colombia-Santander-Guaca,municipality,CO0001
2016-06-18,0.0,Colombia-Santander-Gambita,municipality,CO0001
2016-06-18,1.0,Colombia-Santander-Charala,municipality,CO0001
2016-06-18,0.0,Colombia-Santander-Cerrito,municipality,CO0001
2016-06-18,0.0,Colombia-Santander-Cepita,municipality,CO0001
2016-06-18,0.0,Colombia-Santander-Carcasi,municipality,CO0001
2016-06-18,8.0,Colombia-Santander-Capitanejo,municipality,CO0001
2016-06-18,0.0,Colombia-Santander-California,municipality,CO0001
2016-06-18,0.0,Colombia-Santander-Charta,municipality,CO0001
2016-06-18,0.0,Colombia-Santander-Cabrera,municipality,CO0001
2016-06-18,0.0,Colombia-Santander-Betulia,municipality,CO0001
2016-06-18,22.0,Colombia-Santander-Barrancabermeja,municipality,CO0001
2016-06-18,1.0,Colombia-Santander-Barichara,municipality,CO0001
2016-06-18,3.0,Colombia-Santander-Barbosa,municipality,CO0001
2016-06-18,0.0,Colombia-Santander-Aratoca,municipality,CO0001
2016-06-18,0.0,Colombia-Santander-Albania,municipality,CO0001
2016-06-18,0.0,Colombia-Santander-Bolivar,municipality,CO0001
2016-06-18,36.0,Colombia-Santander-Giron,municipality,CO0001
2016-06-18,0.0,Colombia-Santander-Chima,municipality,CO0001
2016-06-18,0.0,Colombia-Santander-Cimitarra,municipality,CO0001
2016-06-18,0.0,Colombia-Santander-Galan,municipality,CO0001
2016-06-18,60.0,Colombia-Santander-Floridablanca,municipality,CO0001
2016-06-18,0.0,Colombia-Santander-Florian,municipality,CO0001
2016-06-18,0.0,Colombia-Santander-Enciso,municipality,CO0001
2016-06-18,0.0,Colombia-Santander-Encino,municipality,CO0001
2016-06-18,0.0,Colombia-Santander-El_Playon,municipality,CO0001
2016-06-18,0.0,Colombia-Santander-Chipata,municipality,CO0001
2016-06-18,0.0,Colombia-Santander-El_Penon,municipality,CO0001
2016-06-18,0.0,Colombia-Santander-El_Carmen_De_Chucuri,municipality,CO0001
2016-06-18,0.0,Colombia-Santander-Curiti,municipality,CO0001
2016-06-18,0.0,Colombia-Santander-Coromoro,municipality,CO0001
2016-06-18,0.0,Colombia-Santander-Contratacion,municipality,CO0001
2016-06-18,0.0,Colombia-Santander-Confines,municipality,CO0001
2016-06-18,0.0,Colombia-Santander-Concepcion,municipality,CO0001
2016-06-18,0.0,Colombia-Santander-El_Guacamayo,municipality,CO0001
2016-06-18,2.0,Colombia-Santander-San_Jose_De_Miranda,municipality,CO0001
2016-06-18,0.0,Colombia-Santander-San_Miguel,municipality,CO0001
2016-06-18,10.0,Colombia-Santander-San_Vicente_De_Chucuri,municipality,CO0001
2016-06-18,37.0,Colombia-Tolima-Casabianca,municipality,CO0001
2016-06-18,0.0,Colombia-Tolima-Carmen_De_Apicala,municipality,CO0001
2016-06-18,14.0,Colombia-Tolima-Cajamarca,municipality,CO0001
2016-06-18,1.0,Colombia-Tolima-Ataco,municipality,CO0001
2016-06-18,1.0,Colombia-Tolima-Armero_(Guayabal),municipality,CO0001
2016-06-18,1.0,Colombia-Tolima-Anzoategui,municipality,CO0001
2016-06-18,1.0,Colombia-Tolima-Chaparral,municipality,CO0001
2016-06-18,0.0,Colombia-Tolima-Ambalema,municipality,CO0001
2016-06-18,1.0,Colombia-Tolima-Alpujarra,municipality,CO0001
2016-06-18,2.0,Colombia-Tolima-Ibague,municipality,CO0001
2016-06-18,427.0,Colombia-Tolima-Unknown,municipality,CO0001
2016-06-18,4.0,Colombia-Sucre-Toluviejo,municipality,CO0001
2016-06-18,2.0,Colombia-Sucre-Tolu,municipality,CO0001
2016-06-18,0.0,Colombia-Sucre-Sucre,municipality,CO0001
2016-06-18,1.0,Colombia-Tolima-Alvarado,municipality,CO0001
2016-06-18,0.0,Colombia-Sucre-San_Luis_De_Since,municipality,CO0001
2016-06-18,4.0,Colombia-Tolima-Coello,municipality,CO0001
2016-06-18,19.0,Colombia-Tolima-Cunday,municipality,CO0001
2016-06-18,3.0,Colombia-Tolima-Murillo,municipality,CO0001
2016-06-18,0.0,Colombia-Tolima-Melgar,municipality,CO0001
2016-06-18,17.0,Colombia-Tolima-Mariquita,municipality,CO0001
2016-06-18,18.0,Colombia-Tolima-Libano,municipality,CO0001
2016-06-18,5.0,Colombia-Tolima-Lerida,municipality,CO0001
2016-06-18,11.0,Colombia-Tolima-Icononzo,municipality,CO0001
2016-06-18,2.0,Colombia-Tolima-Coyaima,municipality,CO0001
2016-06-18,6.0,Colombia-Tolima-Honda,municipality,CO0001
2016-06-18,0.0,Colombia-Tolima-Guamo,municipality,CO0001
2016-06-18,9.0,Colombia-Tolima-Fresno,municipality,CO0001
2016-06-18,5.0,Colombia-Tolima-Flandes,municipality,CO0001
2016-06-18,22.0,Colombia-Tolima-Falan,municipality,CO0001
2016-06-18,7.0,Colombia-Tolima-Espinal,municipality,CO0001
2016-06-18,60.0,Colombia-Tolima-Dolores,municipality,CO0001
2016-06-18,8.0,Colombia-Tolima-Herveo,municipality,CO0001
2016-06-18,0.0,Colombia-Sucre-San_Pedro,municipality,CO0001
2016-06-18,1.0,Colombia-Sucre-San_Onofre,municipality,CO0001
2016-06-18,3.0,Colombia-Sucre-San_Marcos,municipality,CO0001
2016-06-18,0.0,Colombia-Sucre-Unknown,municipality,CO0001
2016-06-18,0.0,Colombia-Santander-Zapatoca,municipality,CO0001
2016-06-18,0.0,Colombia-Santander-Villanueva,municipality,CO0001
2016-06-18,0.0,Colombia-Santander-Vetas,municipality,CO0001
2016-06-18,0.0,Colombia-Santander-Velez,municipality,CO0001
2016-06-18,1.0,Colombia-Santander-Valle_De_San_Jose,municipality,CO0001
2016-06-18,10.0,Colombia-Sucre-Sincelejo,municipality,CO0001
2016-06-18,0.0,Colombia-Santander-Tona,municipality,CO0001
2016-06-18,1.0,Colombia-Santander-Sucre,municipality,CO0001
2016-06-18,1.0,Colombia-Santander-Suaita,municipality,CO0001
2016-06-18,25.0,Colombia-Santander-Socorro,municipality,CO0001
2016-06-18,0.0,Colombia-Santander-Simacota,municipality,CO0001
2016-06-18,0.0,Colombia-Santander-Santa_Helena_Del_Opon,municipality,CO0001
2016-06-18,0.0,Colombia-Santander-Santa_Barbara,municipality,CO0001
2016-06-18,0.0,Colombia-Santander-Surata,municipality,CO0001
2016-06-18,0.0,Colombia-Sucre-Buenavista,municipality,CO0001
2016-06-18,0.0,Colombia-Sucre-Caimito,municipality,CO0001
2016-06-18,0.0,Colombia-Sucre-Coloso,municipality,CO0001
2016-06-18,1.0,Colombia-Sucre-San_Juan_De_Betulia,municipality,CO0001
2016-06-18,0.0,Colombia-Sucre-San_Benito_Abad,municipality,CO0001
2016-06-18,4.0,Colombia-Sucre-Sampues,municipality,CO0001
2016-06-18,0.0,Colombia-Sucre-Palmito,municipality,CO0001
2016-06-18,0.0,Colombia-Sucre-Ovejas,municipality,CO0001
2016-06-18,1.0,Colombia-Sucre-Morroa,municipality,CO0001
2016-06-18,0.0,Colombia-Sucre-Majagual,municipality,CO0001
2016-06-18,0.0,Colombia-Sucre-Los_Palmitos,municipality,CO0001
2016-06-18,1.0,Colombia-Sucre-La_Union,municipality,CO0001
2016-06-18,0.0,Colombia-Sucre-Guaranda,municipality,CO0001
2016-06-18,0.0,Colombia-Sucre-Galeras,municipality,CO0001
2016-06-18,0.0,Colombia-Sucre-El_Roble,municipality,CO0001
2016-06-18,0.0,Colombia-Sucre-Chalan,municipality,CO0001
2016-06-18,0.0,Colombia-Sucre-Covenas,municipality,CO0001
2016-06-18,1.0,Colombia-Sucre-Corozal,municipality,CO0001
2016-06-18,10.0,Colombia-Tolima-Palocabildo,municipality,CO0001
2016-06-18,0.0,Colombia-Vichada-Cumaribo,municipality,CO0001
2016-06-18,0.0,Colombia-Cundinamarca-Villagomez,municipality,CO0001
2016-06-18,1.0,Colombia-Cundinamarca-Vergara,municipality,CO0001
2016-06-18,29.0,Colombia-Bolivar-Turbaco,municipality,CO0001
2016-06-18,0.0,Colombia-Bolivar-Tiquisio,municipality,CO0001
2016-06-18,0.0,Colombia-Bolivar-Talaigua_Nuevo,municipality,CO0001
2016-06-18,0.0,Colombia-Bolivar-Soplaviento,municipality,CO0001
2016-06-18,0.0,Colombia-Bolivar-Simiti,municipality,CO0001
2016-06-18,8.0,Colombia-Bolivar-Santa_Rosa_Del_Sur,municipality,CO0001
2016-06-18,1.0,Colombia-Bolivar-Turbana,municipality,CO0001
2016-06-18,5.0,Colombia-Bolivar-Santa_Rosa,municipality,CO0001
2016-06-18,1.0,Colombia-Bolivar-San_Pablo,municipality,CO0001
2016-06-18,0.0,Colombia-Bolivar-San_Martin_De_Loba,municipality,CO0001
2016-06-18,1.0,Colombia-Bolivar-San_Juan_Nepomuceno,municipality,CO0001
2016-06-18,0.0,Colombia-Bolivar-San_Jacinto_Del_Cauca,municipality,CO0001
2016-06-18,2.0,Colombia-Bolivar-San_Jacinto,municipality,CO0001
2016-06-18,0.0,Colombia-Bolivar-San_Fernando,municipality,CO0001
2016-06-18,0.0,Colombia-Bolivar-Santa_Catalina,municipality,CO0001
2016-06-18,0.0,Colombia-Bolivar-San_Estanislao,municipality,CO0001
2016-06-18,0.0,Colombia-Bolivar-Villanueva,municipality,CO0001
2016-06-18,9.0,Colombia-Boyaca-Unknown,municipality,CO0001
2016-06-18,1.0,Colombia-Boyaca-Campohermoso,municipality,CO0001
2016-06-18,0.0,Colombia-Boyaca-Caldas,municipality,CO0001
2016-06-18,0.0,Colombia-Boyaca-Busbanza,municipality,CO0001
2016-06-18,1.0,Colombia-Boyaca-Buenavista,municipality,CO0001
2016-06-18,0.0,Colombia-Boyaca-Briceno,municipality,CO0001
2016-06-18,0.0,Colombia-Boyaca-Boyaca,municipality,CO0001
2016-06-18,0.0,Colombia-Bolivar-Zambrano,municipality,CO0001
2016-06-18,1.0,Colombia-Boyaca-Boavita,municipality,CO0001
2016-06-18,0.0,Colombia-Boyaca-Berbeo,municipality,CO0001
2016-06-18,0.0,Colombia-Boyaca-Belen,municipality,CO0001
2016-06-18,0.0,Colombia-Boyaca-Arcabuco,municipality,CO0001
2016-06-18,0.0,Colombia-Boyaca-Aquitania,municipality,CO0001
2016-06-18,0.0,Colombia-Boyaca-Almeida,municipality,CO0001
2016-06-18,1.0,Colombia-Boyaca-Tunja,municipality,CO0001
2016-06-18,0.0,Colombia-Boyaca-Beteitiva,municipality,CO0001
2016-06-18,0.0,Colombia-Boyaca-Cerinza,municipality,CO0001
2016-06-18,0.0,Colombia-Bolivar-San_Cristobal,municipality,CO0001
2016-06-18,0.0,Colombia-Bolivar-Regidor,municipality,CO0001
2016-06-18,0.0,Colombia-Bolivar-Barranco_De_Loba,municipality,CO0001
2016-06-18,0.0,Colombia-Bolivar-Arroyohondo,municipality,CO0001
2016-06-18,10.0,Colombia-Bolivar-Arjona,municipality,CO0001
2016-06-18,5.0,Colombia-Bolivar-Arenal,municipality,CO0001
2016-06-18,0.0,Colombia-Bolivar-Altos_Del_Rosario,municipality,CO0001
2016-06-18,0.0,Colombia-Bolivar-Achi,municipality,CO0001
2016-06-18,0.0,Colombia-Bolivar-Calamar,municipality,CO0001
2016-06-18,59.0,Colombia-Bolivar-Unknown,municipality,CO0001
2016-06-18,53.0,Colombia-Desconocido-Desconocido,municipality,CO0001
2016-06-18,1.0,Colombia-Atlantico-Usiacuri,municipality,CO0001
2016-06-18,6.0,Colombia-Atlantico-Tubara,municipality,CO0001
2016-06-18,0.0,Colombia-Atlantico-Suan,municipality,CO0001
2016-06-18,57.0,Colombia-Atlantico-Soledad,municipality,CO0001
2016-06-18,2.0,Colombia-Atlantico-Santo_Tomas,municipality,CO0001
2016-06-18,98.0,Colombia-Cartagena-Cartagena,municipality,CO0001
2016-06-18,1.0,Colombia-Bolivar-Rio_Viejo,municipality,CO0001
2016-06-18,0.0,Colombia-Bolivar-Cantagallo,municipality,CO0001
2016-06-18,0.0,Colombia-Bolivar-Cordoba,municipality,CO0001
2016-06-18,1.0,Colombia-Bolivar-Pinillos,municipality,CO0001
2016-06-18,1.0,Colombia-Bolivar-Morales,municipality,CO0001
2016-06-18,0.0,Colombia-Bolivar-Norosi,municipality,CO0001
2016-06-18,1.0,Colombia-Bolivar-Mompos,municipality,CO0001
2016-06-18,0.0,Colombia-Bolivar-Montecristo,municipality,CO0001
2016-06-18,1.0,Colombia-Bolivar-Maria_La_Baja,municipality,CO0001
2016-06-18,0.0,Colombia-Bolivar-Cicuco,municipality,CO0001
2016-06-18,0.0,Colombia-Bolivar-Margarita,municipality,CO0001
2016-06-18,3.0,Colombia-Bolivar-Magangue,municipality,CO0001
2016-06-18,0.0,Colombia-Bolivar-Hatillo_De_Loba,municipality,CO0001
2016-06-18,0.0,Colombia-Bolivar-El_Penon,municipality,CO0001
2016-06-18,0.0,Colombia-Bolivar-El_Guamo,municipality,CO0001
2016-06-18,5.0,Colombia-Bolivar-El_Carmen_De_Bolivar,municipality,CO0001
2016-06-18,1.0,Colombia-Bolivar-Clemencia,municipality,CO0001
2016-06-18,4.0,Colombia-Bolivar-Mahates,municipality,CO0001
2016-06-18,1.0,Colombia-Atlantico-Sabanalarga,municipality,CO0001
2016-06-18,0.0,Colombia-Boyaca-Chinavita,municipality,CO0001
2016-06-18,0.0,Colombia-Boyaca-Chiscas,municipality,CO0001
2016-06-18,0.0,Colombia-Boyaca-Panqueba,municipality,CO0001
2016-06-18,2.0,Colombia-Boyaca-Pajarito,municipality,CO0001
2016-06-18,0.0,Colombia-Boyaca-Paipa,municipality,CO0001
2016-06-18,1.0,Colombia-Boyaca-Paez,municipality,CO0001
2016-06-18,0.0,Colombia-Boyaca-Pachavita,municipality,CO0001
2016-06-18,1.0,Colombia-Boyaca-Otanche,municipality,CO0001
2016-06-18,0.0,Colombia-Boyaca-Pauna,municipality,CO0001
2016-06-18,0.0,Colombia-Boyaca-Oicata,municipality,CO0001
2016-06-18,0.0,Colombia-Boyaca-Nobsa,municipality,CO0001
2016-06-18,14.0,Colombia-Boyaca-Muzo,municipality,CO0001
2016-06-18,0.0,Colombia-Boyaca-Motavita,municipality,CO0001
2016-06-18,4.0,Colombia-Boyaca-Moniquira,municipality,CO0001
2016-06-18,0.0,Colombia-Boyaca-Mongui,municipality,CO0001
2016-06-18,0.0,Colombia-Boyaca-Mongua,municipality,CO0001
2016-06-18,0.0,Colombia-Boyaca-Nuevo_Colon,municipality,CO0001
2016-06-18,2.0,Colombia-Boyaca-Miraflores,municipality,CO0001
2016-06-18,0.0,Colombia-Boyaca-Paya,municipality,CO0001
2016-06-18,0.0,Colombia-Boyaca-Pesca,municipality,CO0001
2016-06-18,0.0,Colombia-Boyaca-San_Miguel_De_Sema,municipality,CO0001
2016-06-18,0.0,Colombia-Boyaca-San_Mateo,municipality,CO0001
2016-06-18,2.0,Colombia-Boyaca-San_Luis_De_Gaceno,municipality,CO0001
2016-06-18,0.0,Colombia-Boyaca-San_Jose_De_Pare,municipality,CO0001
2016-06-18,0.0,Colombia-Boyaca-San_Eduardo,municipality,CO0001
2016-06-18,0.0,Colombia-Boyaca-Samaca,municipality,CO0001
2016-06-18,0.0,Colombia-Boyaca-Paz_De_Rio,municipality,CO0001
2016-06-18,0.0,Colombia-Boyaca-Sachica,municipality,CO0001
2016-06-18,0.0,Colombia-Boyaca-Rondon,municipality,CO0001
2016-06-18,0.0,Colombia-Boyaca-Raquira,municipality,CO0001
2016-06-18,0.0,Colombia-Boyaca-Ramiriqui,municipality,CO0001
2016-06-18,1.0,Colombia-Boyaca-Quipama,municipality,CO0001
2016-06-18,19.0,Colombia-Boyaca-Puerto_Boyaca,municipality,CO0001
2016-06-18,0.0,Colombia-Boyaca-Pisba,municipality,CO0001
2016-06-18,0.0,Colombia-Boyaca-Saboya,municipality,CO0001
2016-06-18,0.0,Colombia-Boyaca-Chiquinquira,municipality,CO0001
2016-06-18,1.0,Colombia-Boyaca-Maripi,municipality,CO0001
2016-06-18,0.0,Colombia-Boyaca-Villa_De_Leyva,municipality,CO0001
2016-06-18,0.0,Colombia-Boyaca-Duitama,municipality,CO0001
2016-06-18,0.0,Colombia-Boyaca-Chivor,municipality,CO0001
2016-06-18,0.0,Colombia-Boyaca-Chiquiza,municipality,CO0001
2016-06-18,0.0,Colombia-Boyaca-Cuitiva,municipality,CO0001
2016-06-18,0.0,Colombia-Boyaca-Cucaita,municipality,CO0001
2016-06-18,1.0,Colombia-Boyaca-Cubara,municipality,CO0001
2016-06-18,0.0,Colombia-Boyaca-El_Cocuy,municipality,CO0001
2016-06-18,0.0,Colombia-Boyaca-Covarachia,municipality,CO0001
2016-06-18,0.0,Colombia-Boyaca-Coper,municipality,CO0001
2016-06-18,0.0,Colombia-Boyaca-Combita,municipality,CO0001
2016-06-18,0.0,Colombia-Boyaca-Cienega,municipality,CO0001
2016-06-18,0.0,Colombia-Boyaca-Chivata,municipality,CO0001
2016-06-18,2.0,Colombia-Boyaca-Chitaraque,municipality,CO0001
2016-06-18,0.0,Colombia-Boyaca-Chita,municipality,CO0001
2016-06-18,0.0,Colombia-Boyaca-Corrales,municipality,CO0001
2016-06-18,0.0,Colombia-Boyaca-Macanal,municipality,CO0001
2016-06-18,0.0,Colombia-Boyaca-El_Espino,municipality,CO0001
2016-06-18,0.0,Colombia-Boyaca-Floresta,municipality,CO0001
2016-06-18,0.0,Colombia-Boyaca-La_Uvita,municipality,CO0001
2016-06-18,0.0,Colombia-Boyaca-La_Victoria,municipality,CO0001
2016-06-18,0.0,Colombia-Boyaca-La_Capilla,municipality,CO0001
2016-06-18,4.0,Colombia-Boyaca-Labranzagrande,municipality,CO0001
2016-06-18,0.0,Colombia-Boyaca-Jerico,municipality,CO0001
2016-06-18,0.0,Colombia-Boyaca-Jenesano,municipality,CO0001
2016-06-18,0.0,Colombia-Boyaca-Firavitoba,municipality,CO0001
2016-06-18,0.0,Colombia-Boyaca-Iza,municipality,CO0001
2016-06-18,0.0,Colombia-Boyaca-Guayata,municipality,CO0001
2016-06-18,0.0,Colombia-Boyaca-Guateque,municipality,CO0001
2016-06-18,0.0,Colombia-Boyaca-Guacamayas,municipality,CO0001
2016-06-18,1.0,Colombia-Boyaca-Garagoa,municipality,CO0001
2016-06-18,0.0,Colombia-Boyaca-Gameza,municipality,CO0001
2016-06-18,0.0,Colombia-Boyaca-Gachantiva,municipality,CO0001
2016-06-18,0.0,Colombia-Boyaca-Guican,municipality,CO0001
2016-06-18,2.0,Colombia-Atlantico-Sabanagrande,municipality,CO0001
2016-06-18,2.0,Colombia-Atlantico-Repelon,municipality,CO0001
2016-06-18,10.0,Colombia-Atlantico-Puerto_Colombia,municipality,CO0001
